2025-05-26 16:49:40,698 - main - INFO - Using AI provider: groq
2025-05-26 16:49:43,119 - main - INFO - Successfully connected to MongoDB
2025-05-26 16:50:22,003 - main - INFO - Received chat request: hi
2025-05-26 16:50:22,003 - main - INFO - Processing message with groq: hi
2025-05-26 16:50:22,875 - httpx - INFO - HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2025-05-26 16:50:24,951 - main - INFO - Found 1948 products matching query
2025-05-26 16:50:29,771 - main - INFO - Received chat request: hi
2025-05-26 16:50:29,771 - main - INFO - Processing message with groq: hi
2025-05-26 16:50:31,113 - httpx - INFO - HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2025-05-26 16:50:32,997 - main - INFO - Found 1948 products matching query
2025-05-26 16:56:47,502 - main - INFO - Using AI provider: groq
2025-05-26 16:56:49,824 - main - INFO - Successfully connected to MongoDB
2025-05-26 17:00:52,282 - main - INFO - Received chat request: hhi
2025-05-26 17:00:52,282 - main - INFO - Processing message with groq: hhi
2025-05-26 17:00:52,804 - httpx - INFO - HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2025-05-26 17:01:08,470 - main - INFO - Received chat request: what is you capabilites?
2025-05-26 17:01:08,472 - main - INFO - Processing message with groq: what is you capabilites?
2025-05-26 17:01:09,452 - httpx - INFO - HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2025-05-26 17:01:23,286 - main - INFO - Received chat request: how many products do you have?
2025-05-26 17:01:23,286 - main - INFO - Processing message with groq: how many products do you have?
2025-05-26 17:01:24,486 - httpx - INFO - HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2025-05-26 17:01:49,764 - main - INFO - Received chat request: show me some thing in footwear
2025-05-26 17:01:49,764 - main - INFO - Processing message with groq: show me some thing in footwear
2025-05-26 17:01:50,265 - httpx - INFO - HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2025-05-26 17:01:50,449 - main - INFO - Found 0 products matching query
2025-05-26 17:01:50,449 - main - INFO - No products found for query
2025-05-26 17:02:12,976 - main - INFO - Received chat request: alright show me in cloting
2025-05-26 17:02:12,976 - main - INFO - Processing message with groq: alright show me in cloting
2025-05-26 17:02:13,555 - httpx - INFO - HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2025-05-26 17:02:24,376 - main - INFO - Received chat request: so me any thing
2025-05-26 17:02:24,376 - main - INFO - Processing message with groq: so me any thing
2025-05-26 17:02:26,181 - httpx - INFO - HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2025-05-26 17:02:38,807 - main - INFO - Received chat request: sure show me
2025-05-26 17:02:38,807 - main - INFO - Processing message with groq: sure show me
2025-05-26 17:02:39,548 - httpx - INFO - HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2025-05-26 17:02:39,560 - main - WARNING - Failed to parse AI response as JSON
2025-05-26 17:03:46,973 - main - INFO - Received chat request: hi
2025-05-26 17:03:46,973 - main - INFO - Processing message with groq: hi
